Event Date,Event Name,Grant,Site Type,Total Trees Planted,Tree Species,Location Type,Street Address,Street Suffix,City,State,Zip,Latitude,Longitude
05/06/1994,Schallenberger Elementary,Hwy. 85,Public School,22,"Sequoia sempervirens 4
Alnus rhombifolia 1
Fraxinus oxycarpa 8
Ginkgo biloba 7
Pinus canariensis 2
",Public School,1280 Koch Ln,,San Jose,CA,95125,37.28020207,-121.8878065
,,,,,,,,,,,,37.28020207,-121.8878065
,,,,,,,,,,,,37.28020207,-121.8878065
,,,,,,,,,,,,37.28020207,-121.8878065
,,,,,,,,,,,,37.28020207,-121.8878065
,,,,,,,,,,,,37.28020207,-121.8878065
,,,,,,,,,,,,37.28020207,-121.8878065
,,,,,,,,,,,,37.28020207,-121.8878065
,,,,,,,,,,,,37.28020207,-121.8878065
,,,,,,,,,,,,37.28020207,-121.8878065
,,,,,,,,,,,,37.28020207,-121.8878065
,,,,,,,,,,,,37.28020207,-121.8878065
,,,,,,,,,,,,37.28020207,-121.8878065
,,,,,,,,,,,,37.28020207,-121.8878065
,,,,,,,,,,,,37.28020207,-121.8878065
,,,,,,,,,,,,37.28020207,-121.8878065
,,,,,,,,,,,,37.28020207,-121.8878065
,,,,,,,,,,,,37.28020207,-121.8878065
,,,,,,,,,,,,37.28020207,-121.8878065
,,,,,,,,,,,,37.28020207,-121.8878065
,,,,,,,,,,,,37.28020207,-121.8878065
,,,,,,,,,,,,37.28020207,-121.8878065
05/07/1994,Santa Teresa Elementary,Hwy. 85 ,Public School,53,"Quercus agrifolia 3
Sequoia sempervirens 1
Lagerstroemia X fauriei 'Tuscorora' 3
Lagerstroemia X fauriei 'Muskogee' 3
Eucalyptus leucoxylon 3
Eucalyptus nicholaii 4
Fraxinus oxycarpa 14
Ginkgo biloba 9
Pinus canariensis 1
Prunus cerasifera 5
Sapium sebiferum 7
",Public School,6200 Encinal Dr,,San Jose,CA,95119,37.2346755,-121.7952196
,,,,,,,,,,,,37.2346755,-121.7952196
,,,,,,,,,,,,37.2346755,-121.7952196
,,,,,,,,,,,,37.2346755,-121.7952196
,,,,,,,,,,,,37.2346755,-121.7952196
,,,,,,,,,,,,37.2346755,-121.7952196
,,,,,,,,,,,,37.2346755,-121.7952196
,,,,,,,,,,,,37.2346755,-121.7952196
,,,,,,,,,,,,37.2346755,-121.7952196
,,,,,,,,,,,,37.2346755,-121.7952196
,,,,,,,,,,,,37.2346755,-121.7952196
,,,,,,,,,,,,37.2346755,-121.7952196
,,,,,,,,,,,,37.2346755,-121.7952196
,,,,,,,,,,,,37.2346755,-121.7952196
,,,,,,,,,,,,37.2346755,-121.7952196
,,,,,,,,,,,,37.2346755,-121.7952196
